"_type","id_vea","name","oferta","parents","price","unit_price"
"VeaArticle","142315","CURADOR LÍQUIDO CLINSY INCOLORO PVC 1 LT.","","Menú,Limpieza,Limpiadores,Pisos,Curadores","$73.65","$81.83 x Lt"
"VeaArticle","142251","CURADOR LÍQUIDO CLINSY NEGRO PVC 1 LT.","","Menú,Limpieza,Limpiadores,Pisos,Curadores","$73.65","$81.83 x Lt"
"VeaArticle","142274","CURADOR LÍQUIDO CLINSY ROJO PVC 1 LT.","","Menú,Limpieza,Limpiadores,Pisos,Curadores","$72.85","$80.94 x Lt"
"VeaArticle","385682","QUITA CERA SUIZA-MADERA-AL SOLVENTE-LAT-CC.-900","","Menú,Limpieza,Limpiadores,Pisos,Curadores","$85.19","$189.31 x Lt"
"VeaArticle","279487","DESINFECTANTE LÍQUIDO PARA PISOS LYSOFORM LAVANDA DOY PACK X 500ML","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$13.59","$30.2 x Lt"
"VeaArticle","275166","DESINFECTANTE LÍQUIDO PARA PISOS LYSOFORM ORIGINAL BOTELLA X 900ML","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$20.35","$22.61 x Lt"
"VeaArticle","256294","DESINFECTANTE LÍQUIDO PARA PISOS LYSOFORM ORIGINAL DOY PACK X 500ML","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$13.59","$30.2 x Lt"
"VeaArticle","275169","DESINFECTANTE LÍQUIDO PARA PISOS LYSOFORM ORIGINAL DOY PACK X 800ML","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$18.79","$23.49 x Lt"
"VeaArticle","414896","LIMP DESINFECTANTE LÍQ DETTOL ESPADOL LAVAND 1,8LT","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$51.75","$28.75 x Lt"
"VeaArticle","414884","LIMP DESINFECTANTE LÍQ DETTOL ESPADOL LAVAND 900ML","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$28.75","$31.94 x Lt"
"VeaArticle","414893","LIMP DESINFECTANTE LÍQ DETTOL ESPADOL MENTOL 1,8LT","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$51.75","$28.75 x Lt"
"VeaArticle","414883","LIMP DESINFECTANTE LÍQ DETTOL ESPADOL MENTOL 900ML","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$28.75","$31.94 x Lt"
"VeaArticle","414882","LIMP DESINFECTANTE LÍQ DETTOL ESPADOL ORIG. 900ML","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$28.75","$31.94 x Lt"
"VeaArticle","256327","LIMPIADOR BLEM PARA PISOS PLASTIFICADOS Y FLORANTES X 900ML","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$36.55","$40.61 x Lt"
"VeaArticle","434261","LIMPIADOR LIQ. NVA FÓRMULA PROCENEX FLORES DEL JARDÍN 1,8L","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$31.92","$17.73 x Lt"
"VeaArticle","434267","LIMPIADOR LIQ. NVA FÓRMULA PROCENEX FLORES DEL JARDÍN 5L","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$80.29","$16.06 x Lt"
"VeaArticle","434206","LIMPIADOR LIQ. NVA FÓRMULA PROCENEX LAVANDA 900ML","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$18.99","$21.1 x Lt"
"VeaArticle","434243","LIMPIADOR LIQ. NVA FÓRMULA PROCENEX LIMÓN 1,8L","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$31.92","$17.73 x Lt"
"VeaArticle","434264","LIMPIADOR LIQ. NVA FÓRMULA PROCENEX MARINA 5L","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$80.29","$16.06 x Lt"
"VeaArticle","434262","LIMPIADOR LIQ. NVA FÓRMULA PROCENEX NIÑEZ 1,8L","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$31.92","$17.73 x Lt"
"VeaArticle","424356","LIMPIADOR LÍQUIDO CIF OXI-GEL-OCEAN-PET-LT.-2","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$87.79","$43.90 x Lt"
"VeaArticle","418549","LIMPIADOR LÍQUIDO CIF OXI-GEL-PISOS-BOT-ML.-750","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$34.79","$46.39 x Lt"
"VeaArticle","433072","LIMPIADOR LÍQUIDO CIF PISOS-ANTIBACTERIAL-BOT-ML.-750","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$34.79","$46.39 x Lt"
"VeaArticle","462298","LIMPIADOR LÍQUIDO CIF PISOS-CAPSULAS CONCENTRADAS-CJA-UN.-20","","Menú,Limpieza,Limpiadores,Pisos,Limpiadores Líquidos","$58.45","$2.92 x Unidades"
"VeaArticle","330436","CIF LIMPIADOR VIDRIOS REPUESTO 500ML","","Menú,Limpieza,Limpiadores,Vidrios y Multiuso","$25.55","$51.1 x Lt"
"VeaArticle","330434","CIF LIMPIADOR VIDRIOS Y MULTIUSO GATILLO X 500 ML","","Menú,Limpieza,Limpiadores,Vidrios y Multiuso","$33.98","$67.96 x Lt"
"VeaArticle","348777","LIMPIADOR GIGANTE CONCENTRADO NOTAS DE MAR X 1.8 LT","","Menú,Limpieza,Limpiadores,Vidrios y Multiuso","$27.39","$15.22 x Lt"
"VeaArticle","280782","LIMPIADOR LIQ. PROCENEX VIDRIOS REP 500ML","","Menú,Limpieza,Limpiadores,Vidrios y Multiuso","$6.51","$13.02 x Lt"
"VeaArticle","461787","LIMPIADOR MR MUSCULO FORM ACT, VIDS Y MULT GATILLO-CAMPOS DE LAVANDA-PET-ML.-500","","Menú,Limpieza,Limpiadores,Vidrios y Multiuso","$36.99","$73.98 x Lt"
"VeaArticle","461783","LIMPIADOR MR MUSCULO VIDRIOS Y MULTIUSO FORMULA ACTIVA-REPUESTO-CAMPOS DE LAVANDA-PET-ML.-500","","Menú,Limpieza,Limpiadores,Vidrios y Multiuso","$26.19","$52.38 x Lt"
"VeaArticle","461786","LIMPIADOR MR MUSCULO VIDRIOS Y MULTIUSO-FORMULA ACTIVA-CAMPOS DE LAVANDA-DOY-ML.-900","","Menú,Limpieza,Limpiadores,Vidrios y Multiuso","$28.99","$32.21 x Lt"
"VeaArticle","441545","LIMPIAVIDRIOS MR. MÚSCULO DOY PACK X 900ML","","Menú,Limpieza,Limpiadores,Vidrios y Multiuso","$28.95","$32.17 x Lt"
"VeaArticle","441543","LIMPIAVIDRIOS MR. MÚSCULO GATILLO X 500ML","","Menú,Limpieza,Limpiadores,Vidrios y Multiuso","$31.10","$62.2 x Lt"
"VeaArticle","280779","ANTIGRASA BAÑO PROCENEX ESPUMA ACTIVA GAT 500ML","","Menú,Limpieza,Limpiadores,Cocina","$37.65","$75.3 x Lt"
"VeaArticle","280781","ANTIGRASA COCINA PROCENEX ESPUMA ACTIVA REP 500ML","","Menú,Limpieza,Limpiadores,Cocina","$17.15","$40.83 x Lt"
"VeaArticle","265672","CIF BAÑO LIMPIADOR POWER CREAM GATILLO X 500 CC","","Menú,Limpieza,Limpiadores,Cocina","$56.79","$113.58 x Lt"
"VeaArticle","330320","CIF BAÑO LIMPIEZA DIARIA GATILLO X 500 ML","","Menú,Limpieza,Limpiadores,Cocina","$50.79","$101.58 x Lt"
"VeaArticle","376786","CIF LIMPIADOR ANTIBACTERIAL GATILLO X 500 ML","","Menú,Limpieza,Limpiadores,Cocina","$58.45","$116.9 x Lt"
"VeaArticle","265666","CIF LIMPIADOR ANTIGRASA POWER CREAM GATILLO X 500 ML","","Menú,Limpieza,Limpiadores,Cocina","$47.10","$94.2 x Lt"
"VeaArticle","354002","LIMPIA INODORO LÍQ HARPIC POWER PLUS CITRUS 500ML","","Menú,Limpieza,Limpiadores,Cocina","$34.65","$69.3 x Lt"
"VeaArticle","354003","LIMPIA INODORO LÍQ HARPIC POWER PLUS FLORAL 500ML","","Menú,Limpieza,Limpiadores,Cocina","$34.65","$69.3 x Lt"
"VeaArticle","154124","LIMPIA INODORO LÍQ HARPIC POWER PLUS ORIGINAL 500ML","","Menú,Limpieza,Limpiadores,Cocina","$34.65","$69.3 x Lt"
"VeaArticle","3495","LIMPIA INODORO LÍQUIDO HARPIC C/ LAVANDINA 500ML","","Menú,Limpieza,Limpiadores,Cocina","$34.65","$69.3 x Lt"
"VeaArticle","62577","LIMPIA INODORO LÍQUIDO HARPIC EXTRA FUERTE 500ML","","Menú,Limpieza,Limpiadores,Cocina","$34.65","$69.3 x Lt"
"VeaArticle","348521","LIMPIADOR ANTIBACTERIAL PROCENEX GEL C/LAVAND 495M","","Menú,Limpieza,Limpiadores,Cocina","$31.15","$62.93 x Lt"
"VeaArticle","266764","LIMPIADOR ANTIGRASA LYSOFORM DOY PACK X 500ML","","Menú,Limpieza,Limpiadores,Cocina","$19.19","$38.38 x Lt"
"VeaArticle","266763","LIMPIADOR ANTIGRASA LYSOFORM GATILLO X 500ML","","Menú,Limpieza,Limpiadores,Cocina","$39.45","$78.9 x Lt"
"VeaArticle","243535","LIMPIADOR ANTIGRASA MR. MÚSCULO COCINA ADVANCED GATILLO X 500ML","","Menú,Limpieza,Limpiadores,Cocina","$45.19","$90.38 x Lt"
"VeaArticle","223502","LIMPIADOR ANTIGRASA MR. MÚSCULO COCINA ADVANCED REPUESTO X 500ML","","Menú,Limpieza,Limpiadores,Cocina","$27.85","$55.7 x Lt"
"VeaArticle","208912","LIMPIADOR AYUDIN ANTI SARRO REPUESTO DOY PACK 250 CC","","Menú,Limpieza,Limpiadores,Cocina","$14.40","$57.6 x Lt"
"VeaArticle","209631","LIMPIADOR AYUDIN ANTIHONGOS DOY 250 CC","","Menú,Limpieza,Limpiadores,Cocina","$13.90","$55.6 x Lt"
"VeaArticle","368377","LIMPIADOR AYUDIN ANTIHONGOS DOY 500 CC","","Menú,Limpieza,Limpiadores,Cocina","$18.95","$37.9 x Lt"
"VeaArticle","83460","LIMPIADOR AYUDIN ANTIHONGOS GATILLO PVC 500 CC","","Menú,Limpieza,Limpiadores,Cocina","$38.25","$76.5 x Lt"
"VeaArticle","243621","ABRILLANTADOR PARA LAVAVAJILLAS AUTOMATICO FINISH PVC 500 CC","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$166.90","$333.8 x Lt"
"VeaArticle","243526","DETERGENTE LAVAVAJILLAS AUTOMATICOS FINISH BOT 1KG","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$143.59","$143.59 x Kg"
"VeaArticle","447787","DETERGENTE PARA LAVAVAJILLAS FINISH-PCH-GR.-800","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$126.25","$157.81 x Kg"
"VeaArticle","187050","DETERGENTE PARA LAVAVAJILLAS KOKKI DOY 900 G","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$74.00","$82.22 x Kg"
"VeaArticle","405457","DETERGENTE PARA LAVAVAJILLAS SUN PROGRESS-BOTELLA-BOT-KG-1","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$185.69","$185.69 x Kg"
"VeaArticle","405459","DETERGENTE PARA LAVAVAJILLAS SUN PROGRESS-PASTILLAS-PAS-UN.-16","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$191.75","$11.98 x Unidades"
"VeaArticle","461375","DETERGENTE PARA LAVAVAJILLAS SUN-BSA-KG-1","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$162.35","$162.35 x Kg"
"VeaArticle","243527","SAL ESPECIAL LAVAVAJILLAS AUTOMAT FINISH CAJA 1KG","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$107.10","$107.1 x Kg"
"VeaArticle","3106","SUN LAVAVAJILLAS PARA MÁQUINA LÍQUIDO ABRILLANTADOR BOTELLA 500ML","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$180.69","$361.38 x Lt"
"VeaArticle","185681","SUN LAVAVAJILLAS PARA MÁQUINA SAL CAJA 1KG","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$129.75","$129.75 x Kg"
"VeaArticle","275583","TABLETAS LAVAVAJILLAS AUTOMATICOS FINISH X 15UN","","Menú,Limpieza,Lavavajillas,Lavavajillas Máquina","$176.39","$599.97 x Kg"
"VeaArticle","428441","ESPONJA VILEDA-POWER-BLI-UN.-1","","Menú,Limpieza,Lavavajillas,Esponjas","$39.55","$19.78 x Unidades"
"VeaArticle","165120","ESPONJA ACERO VEA 2 UNIDADES","","Menú,Limpieza,Lavavajillas,Esponjas","$13.49","$6.74 x Unidades"
"VeaArticle","257050","ESPONJA BRONCE FLOW PACK CONVENIENTE X3","","Menú,Limpieza,Lavavajillas,Esponjas","$39.25","$13.08 x Unidades"
"VeaArticle","281657","ESPONJA BRONCE VILEDA X 2UN","","Menú,Limpieza,Lavavajillas,Esponjas","$31.95","$15.98 x Unidades"
"VeaArticle","439278","ESPONJA DE ACERO CRIVEA-PAQ-UN.-1","","Menú,Limpieza,Lavavajillas,Esponjas","$11.95","$11.95 x Unidades"
"VeaArticle","439279","ESPONJA DE ACERO CRIVEA-PAQ-UN.-2","","Menú,Limpieza,Lavavajillas,Esponjas","$21.25","$10.62 x Unidades"
"VeaArticle","369861","ESPONJA DE BRONCE CRIVEA 2 UNID-PAQ-UN.-2","","Menú,Limpieza,Lavavajillas,Esponjas","$39.39","$19.70 x Unidades"
"VeaArticle","166107","ESPONJA DE BRONCE VEA","","Menú,Limpieza,Lavavajillas,Esponjas","$23.95","$11.98 x Unidades"
"VeaArticle","3415","ESPONJA INOXY ACERO 249 BLISTER 2 U","","Menú,Limpieza,Lavavajillas,Esponjas","$16.25","$8.12 x Unidades"
"VeaArticle","228352","ESPONJA LA GAUCHITA BLISTER 2 U PLATEADA 1856","","Menú,Limpieza,Lavavajillas,Esponjas","$29.00","$14.5 x Unidades"
"VeaArticle","440536","ESPONJA MORTIMER NUEVA ABRASIVA-S/E-UN.-1","","Menú,Limpieza,Lavavajillas,Esponjas","$10.69","$10.69 x Unidades"
"VeaArticle","440538","ESPONJA MORTIMER NUEVA ANTIBACTERIAL-S/E-UN.-1","","Menú,Limpieza,Lavavajillas,Esponjas","$10.69","$10.69 x Unidades"
"VeaArticle","440535","ESPONJA MORTIMER NUEVA CUIDADOSA-S/E-UN.-1","","Menú,Limpieza,Lavavajillas,Esponjas","$14.95","$14.95 x Unidades"
"VeaArticle","440537","ESPONJA MORTIMER NUEVA EXTRA DURACIÓN-S/E-UN.-1","","Menú,Limpieza,Lavavajillas,Esponjas","$9.55","$9.55 x Unidades"
"VeaArticle","440539","ESPONJA MORTIMER NUEVA LISITA DELGADA-S/E-UN.-1","","Menú,Limpieza,Lavavajillas,Esponjas","$5.65","$5.65 x Unidades"
"VeaArticle","3337","ESPONJA MORTIMER TRAPITO DE BRONCE DOBLE CARA BOLSA 1 U","","Menú,Limpieza,Lavavajillas,Esponjas","$15.59","$15.59 x Unidades"
"VeaArticle","404889","ESPONJA MORTIMER-NO RAYA-ULTRA SUAVE-BLI-UN.-1","","Menú,Limpieza,Lavavajillas,Esponjas","$15.55","$15.55 x Unidades"
"VeaArticle","359006","ESPONJA PATITO MULTIUSO 1U-MULTIUSO-PAQ-UN.-1","","Menú,Limpieza,Lavavajillas,Esponjas","$6.49","$6.49 x Unidades"
"VeaArticle","448998","ESPONJA SCOTCH BRITE USO DIARIO-SALVA UÑAS-AMARILLO-PAQ-UN.-1","","Menú,Limpieza,Lavavajillas,Esponjas","$21.45","$21.45 x Unidades"
"VeaArticle","48368","ESPONJA TASK BOLSA 1 UN.","","Menú,Limpieza,Lavavajillas,Esponjas","$23.39","$23.39 x Unidades"
"VeaArticle","361724","ALA ULTRA DETERGENTE LAVAVAJILLAS GLICERINA X 300 ML","","Menú,Limpieza,Lavavajillas,Lavavajillas","$18.00","$60 x Lt"
"VeaArticle","361720","ALA ULTRA DETERGENTE LAVAVAJILLAS LIMON X 300 ML","","Menú,Limpieza,Lavavajillas,Lavavajillas","$18.00","$60 x Lt"
"VeaArticle","442655","CIF ACTIVE GEL ENJUAGUE FACIL-LIMÓN VERDE-PET-ML.-900","","Menú,Limpieza,Lavavajillas,Lavavajillas","$60.24","$66.93 x Lt"
"VeaArticle","442649","DETERGENTE LAVAVAJILLA CIF ACTIVE GEL ENJUAGE FÁCIL-LIMON-PET-ML.-900","","Menú,Limpieza,Lavavajillas,Lavavajillas","$60.24","$66.93 x Lt"
"VeaArticle","424351","DETERGENTE LAVAVAJILLA CIF ACTIVE GEL-CUIDADO DE MANOS-PEPINO-PET-ML.-300","","Menú,Limpieza,Lavavajillas,Lavavajillas","$45.95","$76.58 x Lt"
"VeaArticle","424353","DETERGENTE LAVAVAJILLA CIF ACTIVE GEL-CUIDADO DE MANOS-PEPINO-PET-ML.-300","","Menú,Limpieza,Lavavajillas,Lavavajillas","$27.79","$92.63 x Lt"
"VeaArticle","461246","DETERGENTE LAVAVAJILLA CIF ACTIVE GEL-LIMÓN VERDE-DOY-ML.-450","","Menú,Limpieza,Lavavajillas,Lavavajillas","$25.09","$55.76 x Lt"
"VeaArticle","436618","DETERGENTE LAVAVAJILLAS ALA PLUS CREMA 2 EN 1-GLICERINA-PVC-LT.-4","","Menú,Limpieza,Lavavajillas,Lavavajillas","$99.95","$24.99 x Lt"
"VeaArticle","436617","DETERGENTE LAVAVAJILLAS ALA PLUS CREMA 2 EN 1-GLICERINA-PVC-ML.-841","","Menú,Limpieza,Lavavajillas,Lavavajillas","$29.60","$35.20 x Lt"
"VeaArticle","436621","DETERGENTE LAVAVAJILLAS ALA PLUS CRISTAL 2 EN 1-LIMON-PVC-ML.-750","","Menú,Limpieza,Lavavajillas,Lavavajillas","$19.49","$25.99 x Lt"
"VeaArticle","436622","DETERGENTE LAVAVAJILLAS ALA PLUS CRISTAL 2 EN 1-LIMON-S/E-ML.-841","","Menú,Limpieza,Lavavajillas,Lavavajillas","$29.60","$35.20 x Lt"
"VeaArticle","436620","DETERGENTE LAVAVAJILLAS ALA PLUS CRISTAL 2 EN 1-PODER DE LA NATURALEZA-PVC-ML.-750","","Menú,Limpieza,Lavavajillas,Lavavajillas","$19.49","$25.99 x Lt"
"VeaArticle","424338","DETERGENTE LAVAVAJILLAS CIF ULTRA-FACIL ENJUAGUE-LIMON-PET-ML.-600","","Menú,Limpieza,Lavavajillas,Lavavajillas","$35.90","$59.83 x Lt"
"VeaArticle","424332","DETERGENTE LAVAVAJILLAS CIF ULTRA-FACIL ENJUAGUE-NARANJA-PET-ML.-300","","Menú,Limpieza,Lavavajillas,Lavavajillas","$24.29","$80.97 x Lt"
"VeaArticle","424334","DETERGENTE LAVAVAJILLAS CIF ULTRA-FACIL ENJUAGUE-NARANJA-PET-ML.-600","","Menú,Limpieza,Lavavajillas,Lavavajillas","$35.90","$59.83 x Lt"
"VeaArticle","347519","DETERGENTE LAVAVAJILLAS GIGANTE X 1250 GLICERINA BOT 12_ LT.","","Menú,Limpieza,Lavavajillas,Lavavajillas","$25.79","$30.67 x Unidad"
"VeaArticle","246717","DETERGENTE LAVAVAJILLAS QUERUBIN ALOE VERA PVC 750 CC","","Menú,Limpieza,Lavavajillas,Lavavajillas","$14.95","$19.93 x Lt"
"VeaArticle","246715","DETERGENTE LAVAVAJILLAS QUERUBIN CREMOSO PVC 750 CC","","Menú,Limpieza,Lavavajillas,Lavavajillas","$14.95","$19.93 x Lt"
"VeaArticle","246712","DETERGENTE LAVAVAJILLAS QUERUBIN LIMON PVC 750 CC","","Menú,Limpieza,Lavavajillas,Lavavajillas","$14.95","$19.93 x Lt"
"VeaArticle","447636","DETERGENTE LAVAVAJILLAS QUERUBIN VENCEDOR-LIMON-BOT-CC.-300","","Menú,Limpieza,Lavavajillas,Lavavajillas","$17.15","$57.17 x Lt"
"VeaArticle","339900","PERFUMANTE PARA ROPA POETT FRESCO ROCÍO X 250 ML","","Menú,Limpieza,Ropa,Perfumantes","$40.25","$161 x Lt"
"VeaArticle","339898","PERFUMANTE PARA ROPA POETT SEDOSA PRIMAVERA X 250 ML","","Menú,Limpieza,Ropa,Perfumantes","$40.25","$161 x Lt"
"VeaArticle","339897","PERFUMANTE PARA ROPA POETT SUAVIDAD DE BEBÉ X 250 ML","","Menú,Limpieza,Ropa,Perfumantes","$40.25","$161 x Lt"
"VeaArticle","339896","PERFUMANTE PARA ROPA POETT SUEÑOS DE ALGODÓN X 250 ML","","Menú,Limpieza,Ropa,Perfumantes","$40.25","$161 x Lt"
"VeaArticle","390859","PERFUMANTE PARA ROPA POETT-FRAGANZA-FRESCURA DE AZAHAR-ATM-ML.-250","","Menú,Limpieza,Ropa,Perfumantes","$40.25","$161 x Lt"
"VeaArticle","373985","PERFUMANTE PARA ROPA POETT-SEDOSA PRIMAVERA-REFILL-PVC-ML.-450","","Menú,Limpieza,Ropa,Perfumantes","$46.99","$104.42 x Lt"
"VeaArticle","395104","PERFUMANTE PARA ROPA POETT-SEDOSA PRIMAVERA-REPUESTO-PET-ML.-250","","Menú,Limpieza,Ropa,Perfumantes","$26.85","$107.4 x Lt"
"VeaArticle","373987","PERFUMANTE PARA ROPA POETT-SUAVIDAD DE ALGODÓN-REFILL-PVC-ML.-450","","Menú,Limpieza,Ropa,Perfumantes","$46.99","$104.42 x Lt"
"VeaArticle","395105","PERFUMANTE PARA ROPA POETT-SUAVIDAD DE ALGODÓN-REPUESTO-PET-ML.-250","","Menú,Limpieza,Ropa,Perfumantes","$26.85","$107.4 x Lt"
"VeaArticle","373988","PERFUMANTE PARA ROPA POETT-SUAVIDAD DE BEBE-REFILL-PVC-ML.-450","","Menú,Limpieza,Ropa,Perfumantes","$46.99","$104.42 x Lt"
"VeaArticle","395106","PERFUMANTE PARA ROPA POETT-SUAVIDAD DE BEBE-REPUESTO-PET-ML.-250","","Menú,Limpieza,Ropa,Perfumantes","$26.85","$107.4 x Lt"
"VeaArticle","455600","PERFUMANTE PARA ROPA VEA BRISA PRIM-ATM-ML.-250","","Menú,Limpieza,Ropa,Perfumantes","$34.19","$136.76 x Lt"
"VeaArticle","455602","PERFUMANTE PARA ROPA VEA FRESC. BEBE-ATM-ML.-250","","Menú,Limpieza,Ropa,Perfumantes","$34.19","$136.76 x Lt"
"VeaArticle","455601","PERFUMANTE PARA ROPA VEA ROCIO FRUTAL-ATM-ML.-250","","Menú,Limpieza,Ropa,Perfumantes","$34.19","$136.76 x Lt"
"VeaArticle","182984","APRESTO KLARO AEROSOL X 360ML","","Menú,Limpieza,Ropa,Apresto","$33.19","$72.15 x Lt"
"VeaArticle","208597","APRESTO KLARO LÍQUIDO DOY PACK X 500ML","","Menú,Limpieza,Ropa,Apresto","$10.55","$21.1 x Lt"
"VeaArticle","4241","APRESTO KLARO LÍQUIDO GATILLO X 500ML","","Menú,Limpieza,Ropa,Apresto","$46.10","$92.2 x Lt"
"VeaArticle","4245","APRESTO ROBIN GATILLO 900ML","","Menú,Limpieza,Ropa,Apresto","$37.00","$74 x Lt"
"VeaArticle","240575","APRESTO ROBIN REP 500ML","","Menú,Limpieza,Ropa,Apresto","$12.55","$25.1 x Lt"
"VeaArticle","461219","LAVANDINA AYUDIN ROPA BLANCA-PODER DUAL-BOT-LT.-1","","Menú,Limpieza,Ropa,Lavandinas para Ropa","$20.85","$20.85 x Lt"
"VeaArticle","461220","LAVANDINA AYUDIN ROPA BLANCA-PODER DUAL-BOT-LT.-2","","Menú,Limpieza,Ropa,Lavandinas para Ropa","$37.29","$18.64 x Lt"
"VeaArticle","461226","LAVANDINA AYUDIN ROPA COLOR-PODER DUAL-BOT-LT.-2","","Menú,Limpieza,Ropa,Lavandinas para Ropa","$67.99","$34.00 x Lt"
"VeaArticle","461223","LAVANDINA AYUDIN ROPA COLOR-PODER DUAL-DOY-ML.-220","","Menú,Limpieza,Ropa,Lavandinas para Ropa","$11.45","$52.05 x Lt"
"VeaArticle","461224","LAVANDINA AYUDIN ROPA COLOR-PODER DUAL-DOY-ML.-470","","Menú,Limpieza,Ropa,Lavandinas para Ropa","$19.30","$41.06 x Lt"
"VeaArticle","461227","LAVANDINA AYUDIN ROPA COLOR-SIN ATRIBUTO-PCH-ML.-750","","Menú,Limpieza,Ropa,Lavandinas para Ropa","$31.00","$41.33 x Lt"
"VeaArticle","219188","BLANQUEADOR TEMPO PARA ROPA CAJA 400 G","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$49.00","$122.5 x Kg"
"VeaArticle","425791","PRE TRATADO VANISH REPUESTO WHITE-DOY-ML.-400","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$20.95","$52.38 x Lt"
"VeaArticle","209309","PRELAVADO ARCO IRIS REPUESTO DOY PACK 500 CC","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$17.49","$34.98 x Lt"
"VeaArticle","234138","PRELAVADO TRENET GATILLO OXI PET 500 G","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$47.95","$95.9 x Lt"
"VeaArticle","4257","PRELAVADO TRENET GATILLO PVC 500 CC","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$43.10","$86.2 x Lt"
"VeaArticle","260738","PRELAVADO TRENET LIQUIDO OXI BOTELLA 1 LT","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$36.20","$36.2 x Lt"
"VeaArticle","260732","PRELAVADO TRENET OXI REPUESTO DOY PACK 250 CC","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$14.19","$56.76 x Lt"
"VeaArticle","4258","PRELAVADO TRENET REPUESTO PVC 500 CC","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$25.20","$210 x Lt"
"VeaArticle","459436","PRELAVADO TRENET REPUESTO-EFECTO ESPUMA-DOY-ML.-400","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$19.29","$48.22 x Lt"
"VeaArticle","459739","PRELAVADO TRENET REPUESTO-OXI-EFECTO ESPUMA-DOY-ML.-400","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$20.89","$52.22 x Lt"
"VeaArticle","393153","QUITAMANCHAS EN POLVO VANISH 450GR","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$85.29","$189.53 x Kg"
"VeaArticle","393154","QUITAMANCHAS EN POLVO VANISH WHITE 450GR","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$85.29","$189.53 x Kg"
"VeaArticle","346708","QUITAMANCHAS LIQUIDO VANISH BOT 750","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$45.15","$60.2 x Lt"
"VeaArticle","346836","QUITAMANCHAS LIQUIDO VANISH DP 400","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$23.65","$59.12 x Lt"
"VeaArticle","390206","QUITAMANCHAS LIQUIDO VANISH MAX DP 750ML","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$38.60","$51.47 x Lt"
"VeaArticle","346709","QUITAMANCHAS LÍQUIDO VANISH WHITE BOT 750ML","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$45.15","$60.2 x Lt"
"VeaArticle","353762","QUITAMANCHAS LÍQUIDO VANISH WHITE REP 400ML","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$23.65","$59.12 x Lt"
"VeaArticle","421888","QUITAMANCHAS LÍQUIDO VANISH WHITE REP 750ML","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$38.60","$51.47 x Lt"
"VeaArticle","268959","QUITAMANCHAS MR. MÚSCULO OXYPOWER GATILLO X 500ML","","Menú,Limpieza,Ropa,Prelavado, Quitamancha","$41.50","$83 x Lt"
