"_type","id_vea","name","oferta","parents","price","unit_price"
"VeaArticle","371272","RAVIOLES LA ITALIANA SAL Y MUZ-SALAME Y QUESO-MUZZARELLA-BJA-GR.-500","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$41.69","$83.38 x Kg"
"VeaArticle","460417","RAVIOLES LA SALTEÑA POLLO Y VERDURA X 1KG","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$87.70","$87.7 x Kg"
"VeaArticle","460418","RAVIOLES LA SALTEÑA QUESO X 1KG-QUESO-BLI-KG-1","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$87.70","$87.7 x Kg"
"VeaArticle","14033","RAVIOLES LA SALTEÑA POLLO Y VERDURA PAQUETE 500 G.","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$59.00","$118 x Kg"
"VeaArticle","261677","RAVIOLES LA SALTEÑA RICOTA, MOZZARELLA Y ESPINACA PAQUETE 500 G.","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$59.00","$118 x Kg"
"VeaArticle","383800","RAVIOLES LA SALTEÑA-RICOTTA-MUZZ-JAMON-BLI-GR.-500","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$59.00","$118 x Kg"
"VeaArticle","455335","RAVIOLES LIGHT LA SALTEÑA CALABAZA X 500G-BLI-GR.-500","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$61.70","$123.4 x Kg"
"VeaArticle","87874","RAVIOLES MAGRINI 4 QUESOS BANDEJA 500 GR.","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$50.10","$100.2 x Kg"
"VeaArticle","8383","GRASA BOVINA FATY PAQUETE 500 G","","Menú,Lácteos,Levaduras y Grasas,Grasas","$27.00","$54 x Kg"
"VeaArticle","8384","GRASA BOVINA FATY VACUNA PAQUETE 1 KG","","Menú,Lácteos,Levaduras y Grasas,Grasas","$50.69","$50.69 x Kg"
"VeaArticle","124619","LEVADURA CALSA PAQUETE 2 UN.","","Menú,Lácteos,Levaduras y Grasas,Levaduras","$9.75","$97.5 x Kg"
"VeaArticle","9567","LEVADURA MI PAN INSTANTANEA CAJA 4 UN.","","Menú,Lácteos,Levaduras y Grasas,Levaduras","$15.15","$37.88 x 100 Gr"
"VeaArticle","257609","LEVADURA MI PAN INSTANTANEA SOBRE 10 G","","Menú,Lácteos,Levaduras y Grasas,Levaduras","$3.95","$39.5 x 100 Gr"
"VeaArticle","444959","RICOTA DESCREMADA LA SERENISIMA-BAJO EN SODIO-SCH-GR.-500","","Menú,Lácteos,Ricota","$42.69","$85.38 x Kg"
"VeaArticle","444957","RICOTA ENTERA GARCIA-BAJO EN SODIO-SCH-GR.-500","","Menú,Lácteos,Ricota","$40.99","$81.98 x Kg"
"VeaArticle","444958","RICOTA ENTERA LA SERENISIMA-BAJO EN SODIO-SCH-GR.-500","","Menú,Lácteos,Ricota","$42.69","$85.38 x Kg"
"VeaArticle","152449","PIMENTÓN VEA EXTRA DULCE SOB 25 GR.","","Menú,Productos Marca Propia","$9.65","$38.6 x 100 Gr"
"VeaArticle","152454","PIMIENTA BLANCA VEA MOLIDA SOB 25 GR.","","Menú,Productos Marca Propia","$28.99","$115.96 x 100 Gr"
"VeaArticle","152452","PIMIENTA BLANCA VEA MOLIDA SOB 50 GR.","","Menú,Productos Marca Propia","$49.69","$99.38 x 100 Gr"
"VeaArticle","284410","PIONONO VEA","","Menú,Productos Marca Propia","$26.19","$145.5 x Kg"
"VeaArticle","284407","PIONONO VEA","","Menú,Productos Marca Propia","$26.19","$145.5 x Kg"
"VeaArticle","205514","POLVO PÉDICO VEA X 100 GR PVC 100 GR.","","Menú,Productos Marca Propia","$25.45","$254.5 x Kg"
"VeaArticle","206566","POLVO PÉDICO VEA X 200 GR PVC 200 GR.","","Menú,Productos Marca Propia","$41.65","$208.25 x Kg"
"VeaArticle","207978","PROTECTORES DIARIOS VEA X 20 UN ANATÓMICA POCKET SIN DEO PAQ 20 UN.","","Menú,Productos Marca Propia","$14.35","$0.72 x Unidades"
"VeaArticle","138055","RAVIOLES VEA 4 QUESOS PAQ 500 GR.","","Menú,Productos Marca Propia","$47.20","$94.4 x Kg"
"VeaArticle","138058","RAVIOLES VEA CARNE PAQ 500 GR.","","Menú,Productos Marca Propia","$47.20","$94.4 x Kg"
"VeaArticle","138056","RAVIOLES VEA RICOTA PAQ 500 GR.","","Menú,Productos Marca Propia","$47.20","$94.4 x Kg"
"VeaArticle","286956","REBOZADOR VEA PAQ 400 GR.","","Menú,Productos Marca Propia","$12.39","$30.98 x Kg"
"VeaArticle","417817","ROLLO DE COCINA VEA 3 X 60-PCK-UN.-3","","Menú,Productos Marca Propia","$28.15","$9.38 x Unidades"
"VeaArticle","368263","SAL VEA ENTREFINA-CJA-GR.-100","","Menú,Productos Marca Propia","$17.55","$175.5 x Kg"
"VeaArticle","368261","SAL VEA FINA-CJA-GR.-500","","Menú,Productos Marca Propia","$11.29","$22.58 x Kg"
"VeaArticle","392589","SALAME DE MILÁN VEA-FETEADO-SOB-KG-1","","Menú,Productos Marca Propia","$269.00","$269 x Kg"
"VeaArticle","391056","SALSA FILETTO C/ABREFÁCIL VEA-EN LATA CHICA-LAT-GR.-350","","Menú,Productos Marca Propia","$15.15","$43.29 x Kg"
"VeaArticle","387792","SALSA NAPOLITANA C/ABREFÁCIL VEA-LAT-GR.-350","","Menú,Productos Marca Propia","$16.00","$45.71 x Kg"
"VeaArticle","387879","SALSA PIZZA C/ABREFÁCIL VEA-LAT-GR.-350","","Menú,Productos Marca Propia","$15.15","$43.29 x Kg"
"VeaArticle","387789","SALSA POMAROLA C/ABREFÁCIL VEA-LAT-GR.-350","","Menú,Productos Marca Propia","$15.15","$43.29 x Kg"
"VeaArticle","112611","MANTERINA DANICA PAN 200 GR","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$23.90","$119.5 x Kg"
"VeaArticle","441056","MARGARINA DANICA DORADA-BLI-GR.-200","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$21.30","$106.5 x Kg"
"VeaArticle","441061","MARGARINA DANICA DORADA-POT-GR.-250","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$27.60","$110.4 x Kg"
"VeaArticle","441064","MARGARINA DANICA SOFT LIGHT-SOFT-LIGHT-BLI-GR.-200","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$25.50","$127.5 x Kg"
"VeaArticle","441054","MARGARINA DANICA-CLASICA-BLI-GR.-200","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$19.20","$96 x Kg"
"VeaArticle","441055","MARGARINA DANICA-CLASICO-BLI-GR.-500","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$49.90","$99.8 x Kg"
"VeaArticle","441062","MARGARINA DANICA-POT-GR.-250","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$55.30","$221.2 x Kg"
"VeaArticle","473444","MARGARINA DELICIA X500GRAMOS-PAQ-GR.-500","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$55.40","$110.8 x Kg"
"VeaArticle","8351","MARGARINA MARGADAN FAMILIAR PAQUETE 500 GR.","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$36.30","$72.6 x Kg"
"VeaArticle","8320","MARGARINA MARGADAN PAQUETE 200 G","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$17.10","$85.5 x Kg"
"VeaArticle","8376","MARGARINA VEGETALINA PAN 500 GR","","Menú,Lácteos,Mantecas y Margarinas,Margarinas","$51.80","$103.6 x Kg"
"VeaArticle","440438","MANTECA LA SERENISIMA LIGHT FUENTE DE VITAMINA-UNTABLE-CON VITAMINA-POT-GR.-200","","Menú,Lácteos,Mantecas y Margarinas,Mantecas","$44.69","$223.45 x Kg"
"VeaArticle","8255","MANTECA LA SERENISIMA PAQUETE 100 G","","Menú,Lácteos,Mantecas y Margarinas,Mantecas","$18.99","$189.9 x Kg"
"VeaArticle","8281","MANTECA LA SERENISIMA PAQUETE 200 G","","Menú,Lácteos,Mantecas y Margarinas,Mantecas","$25.99","$129.95 x Kg"
"VeaArticle","8270","MANTECA LA SERENISIMA PAQUETE 500 G","","Menú,Lácteos,Mantecas y Margarinas,Mantecas","$67.99","$135.98 x Kg"
"VeaArticle","275398","MANTECA SANCOR BAJO CONTENIDO DE SODIO PAQUETE 200 GR","","Menú,Lácteos,Mantecas y Margarinas,Mantecas","$27.49","$137.45 x Kg"
"VeaArticle","434960","MANTECA SANCOR MULTIVITAMINAS-MULTIVITAMINAS-PAQ-GR.-100","","Menú,Lácteos,Mantecas y Margarinas,Mantecas","$17.99","$179.9 x Kg"
"VeaArticle","434962","MANTECA SANCOR MULTIVITAMINAS-MULTIVITAMINAS-PAQ-GR.-200","","Menú,Lácteos,Mantecas y Margarinas,Mantecas","$27.80","$139 x Kg"
"VeaArticle","210586","MANTECA TONADITA X 200 GR.","","Menú,Lácteos,Mantecas y Margarinas,Mantecas","$22.99","$114.95 x Kg"
"VeaArticle","469539","MANTECA VEA X100GR-PAQ-GR.-100","","Menú,Lácteos,Mantecas y Margarinas,Mantecas","$14.25","$142.5 x Kg"
"VeaArticle","421190","MANTECA VEA-LAM-GR.-200","","Menú,Lácteos,Mantecas y Margarinas,Mantecas","$22.10","$110.5 x Kg"
"VeaArticle","8447","ADLER FONTINA QUESO FUNDIDO X 100 GR","","Menú,Lácteos,Quesos Untables","$25.50","$255 x Kg"
"VeaArticle","166909","ADLER GRUYERE QUESO FUNDIDO X 100 GR","","Menú,Lácteos,Quesos Untables","$25.50","$255 x Kg"
"VeaArticle","8444","ADLER JAMÓN QUESO FUNDIDO X 100 GR","","Menú,Lácteos,Quesos Untables","$25.50","$255 x Kg"
"VeaArticle","221781","ADLER LIGHT QUESO FUNDIDO X 100 GR","","Menú,Lácteos,Quesos Untables","$25.50","$255 x Kg"
"VeaArticle","8448","ADLER QUESO AZUL QUESO FUNDIDO X 100 GR","","Menú,Lácteos,Quesos Untables","$25.50","$255 x Kg"
"VeaArticle","8442","ADLER SALAME QUESO FUNDIDO X 100 GR","","Menú,Lácteos,Quesos Untables","$25.50","$255 x Kg"
"VeaArticle","443634","QUESO ADLER ORIGINAL RUEDA X 120GRS","","Menú,Lácteos,Quesos Untables","$29.70","$247.5 x Kg"
"VeaArticle","443054","QUESO BLANCO CASANCREM LIGHT-POT-GR.-300","","Menú,Lácteos,Quesos Untables","$42.08","$140.27 x Kg"
"VeaArticle","443055","QUESO BLANCO CASANCREM LIGHT-POT-GR.-500","","Menú,Lácteos,Quesos Untables","$43.85","$87.7 x Kg"
"VeaArticle","349809","QUESO BLANCO DESCREMADO FESTA POTE 320 GR","","Menú,Lácteos,Quesos Untables","$22.99","$71.84 x Kg"
"VeaArticle","281820","QUESO BLANCO ENTERO MILKAUT X 190 GR-CON JAMÓN-POT-GR.-190","","Menú,Lácteos,Quesos Untables","$25.99","$136.79 x Kg"
"VeaArticle","437801","QUESO CREMON UNTABLE LA SERENISIMA FUENTE DE VITAMINAS-CON VITAMINA-POT-GR.-200","","Menú,Lácteos,Quesos Untables","$28.69","$143.45 x Kg"
"VeaArticle","264232","QUESO FUNDIDO SANCOR CON JAMÓN PAQUETE 100 GR.","","Menú,Lácteos,Quesos Untables","$24.00","$240 x Kg"
"VeaArticle","439228","QUESO FUNDIDO SANCOR TRADICIONAL-JAMÓN-PAQ-GR.-200","","Menú,Lácteos,Quesos Untables","$32.70","$163.5 x Kg"
"VeaArticle","439229","QUESO FUNDIDO SANCOR TRADICIONAL-QUESO AZUL-PAQ-GR.-200","","Menú,Lácteos,Quesos Untables","$32.70","$163.5 x Kg"
"VeaArticle","264235","QUESO FUNDIDO SANCOR.","","Menú,Lácteos,Quesos Untables","$24.00","$240 x Kg"
"VeaArticle","51471","QUESO SANCOR PORT SALUT FUNDIDO UNTABLE ROQUEFORT X 200 GR.","","Menú,Lácteos,Quesos Untables","$29.49","$155.21 x Kg"
"VeaArticle","51682","QUESO SANCOR PORT SALUT FUNDIDO UNTABLE SALAMEX 200 GR.","","Menú,Lácteos,Quesos Untables","$29.49","$155.21 x Kg"
"VeaArticle","236608","QUESO THOLEM LAS TRES NIÑAS CIBOULETTE POTE 190 G","","Menú,Lácteos,Quesos Untables","$29.49","$155.21 x Kg"
"VeaArticle","8403","QUESO THOLEM LAS TRES NIÑAS CON GRUYERE POT 200 GR.","","Menú,Lácteos,Quesos Untables","$29.49","$155.21 x Kg"
"VeaArticle","471899","QUESO UNTABLE LA SERENISIMA FINLANDIA LIGHT CAESAR X 200 GRS","","Menú,Lácteos,Quesos Crema,Descremados","$28.69","$143.45 x Kg"
"VeaArticle","476842","QUESO UNTABLE LA SERENISIMA FINLANDIA LIGHT CHAMPIGNONES Y JAMON X 200GRS-POT-GR.-200","","Menú,Lácteos,Quesos Crema,Descremados","$28.69","$143.45 x Kg"
"VeaArticle","435796","QUESO UNTABLE LA SERENISIMA FINLANDIA LIGHT FUENTE DE VITAMINA-CHEDDAR-CON VITAMINA-POT-GR.-200","","Menú,Lácteos,Quesos Crema,Descremados","$28.69","$143.45 x Kg"
"VeaArticle","435800","QUESO UNTABLE LA SERENISIMA FINLANDIA LIGHT FUENTE DE VITAMINA-GRUYERE-CON VITAMINA-POT-GR.-200","","Menú,Lácteos,Quesos Crema,Descremados","$28.69","$143.45 x Kg"
"VeaArticle","435807","QUESO UNTABLE LA SERENISIMA FINLANDIA LIGHT FUENTE DE VITAMINA-JAMÓN Y PARMESANO-CON VITAMINA-POT-GR","","Menú,Lácteos,Quesos Crema,Descremados","$28.69","$143.45 x Kg"
"VeaArticle","435118","QUESO UNTABLE LA SERENISIMA FINLANDIA LIGHT FUENTE DE VITAMINAS-CON VITAMINA A Y D-LIGHT-GRA-GR.-200","","Menú,Lácteos,Quesos Crema,Descremados","$28.69","$143.45 x Kg"
"VeaArticle","458176","QUESO UNTABLE LA SERENISIMA FINLANDIA LIGHT-POT-GR.-300","","Menú,Lácteos,Quesos Crema,Descremados","$43.79","$145.97 x Kg"
"VeaArticle","349808","QUESO CREMA FESTA POTE 320 GR","","Menú,Lácteos,Quesos Crema,Enteros","$20.99","$65.59 x Kg"
"VeaArticle","378414","QUESO CREMA LA PAULINA TRADICIONAL-TRADICIONAL-POT-GR.-290","","Menú,Lácteos,Quesos Crema,Enteros","$31.99","$110.31 x Kg"
"VeaArticle","435291","QUESO CREMA MENDICRIM-CREMOSO-TU TOQUE-POT-GR.-300","","Menú,Lácteos,Quesos Crema,Enteros","$24.90","$83 x Kg"
"VeaArticle","435293","QUESO CREMA MENDICRIM-CREMOSO-TU TOQUE-POT-GR.-460","","Menú,Lácteos,Quesos Crema,Enteros","$58.79","$127.80 x Kg"
"VeaArticle","435292","QUESO CREMA MENDICRIM-LIGHT-TU TOQUE-POT-GR.-460","","Menú,Lácteos,Quesos Crema,Enteros","$58.79","$127.80 x Kg"
"VeaArticle","443431","QUESO UNTABLE CASANCREM-POT-GR.-300","","Menú,Lácteos,Quesos Crema,Enteros","$40.74","$135.8 x Kg"
"VeaArticle","435112","QUESO UNTABLE LA SERENISIMA FINLANDIA FUENTE DE VITAMINAS-CON VITAMINA A Y D-CLASICO-POT-GR.-200","","Menú,Lácteos,Quesos Crema,Enteros","$28.69","$143.45 x Kg"
"VeaArticle","458175","QUESO UNTABLE LA SERENISIMA FINLANDIA-POT-GR.-300","","Menú,Lácteos,Quesos Crema,Enteros","$43.79","$145.97 x Kg"
"VeaArticle","435117","DULCE DE LECHE LA SERENISIMA REPOSTERO. POT X500GR","","Menú,Lácteos,Dulce de Leche,Reposteros","$38.19","$76.38 x Kg"
"VeaArticle","122836","DULCE DE LECHE MILKAUT REPOSTERO POTE X 1 KG","","Menú,Lácteos,Dulce de Leche,Reposteros","$65.99","$65.99 x Kg"
"VeaArticle","350440","DULCE DE LECHE MILKAUT REPOSTERO POTE X 400 GR","","Menú,Lácteos,Dulce de Leche,Reposteros","$29.99","$74.98 x Kg"
"VeaArticle","285569","DULCE DE LECHE SAN IGNACIO REPOSTERO POTE 400 GR","","Menú,Lácteos,Dulce de Leche,Reposteros","$28.19","$70.48 x Kg"
"VeaArticle","435573","DULCE DE LECHE SANCOR REPOSTERO TRADICIONAL-TRADICIONAL-POT-GR.-400","","Menú,Lácteos,Dulce de Leche,Reposteros","$33.69","$84.22 x Kg"
"VeaArticle","285566","DULCE DE LECHE SAN IGNACIO DIET X 400 GR","","Menú,Lácteos,Dulce de Leche,Descremados","$25.99","$64.98 x Kg"
"VeaArticle","467556","DULCE DE LECHE SANCOR LIGHT X400GRS-LIGHT-POT-GR.-400","","Menú,Lácteos,Dulce de Leche,Descremados","$31.99","$79.98 x Kg"
"VeaArticle","435111","DULCE DE LECHE SER-FUENTE DE CALCIO-DIET-POT-GR.-400","","Menú,Lácteos,Dulce de Leche,Descremados","$35.99","$89.98 x Kg"
"VeaArticle","471898","DULCE DE LECHE CASANTO X 400GRS-POT-GR.-400","","Menú,Lácteos,Dulce de Leche,Enteros","$19.90","$49.75 x Kg"
"VeaArticle","448719","DULCE DE LECHE FAMILIAR SAN IGNACIO TRADICION Y ARTESANIA-TRADICIÓN Y ARTESANÍA-POT-GR.-400","","Menú,Lácteos,Dulce de Leche,Enteros","$27.15","$67.88 x Kg"
"VeaArticle","435107","DULCE DE LECHE LA SERENISIMA COLONIAL X 400GR","","Menú,Lácteos,Dulce de Leche,Enteros","$31.99","$79.98 x Kg"
"VeaArticle","435108","DULCE DE LECHE LA SERENISIMA FUENTE DE CALCIO-FUENTE DE CALCIO-POT-GR.-400","","Menú,Lácteos,Dulce de Leche,Enteros","$26.49","$66.22 x Kg"
"VeaArticle","122822","DULCE DE LECHE MILKAUT POTE X 250 GR","","Menú,Lácteos,Dulce de Leche,Enteros","$17.99","$71.96 x Kg"
"VeaArticle","8085","DULCE DE LECHE SAN IGNACIO LATA 1 KG","","Menú,Lácteos,Dulce de Leche,Enteros","$104.99","$104.99 x Kg"
"VeaArticle","434626","DULCE DE LECHE SANCOR DE CAMPO-DE CAMPO-POT-GR.-400","","Menú,Lácteos,Dulce de Leche,Enteros","$26.99","$67.48 x Kg"
"VeaArticle","14730","DULCE DE LECHE SANCOR POTE 1 KG","","Menú,Lácteos,Dulce de Leche,Enteros","$63.99","$63.99 x Kg"
"VeaArticle","398617","DULCE DE LECHE SANCOR-CLASICO-POT-GR.-400","","Menú,Lácteos,Dulce de Leche,Enteros","$24.99","$62.48 x Kg"
"VeaArticle","435574","DULCE DE LECHE SANCOR-TRADICIONAL-POT-GR.-250","","Menú,Lácteos,Dulce de Leche,Enteros","$21.39","$85.56 x Kg"
"VeaArticle","440439","CREMA DE LECHE LA SERENISIMA U.A.T. C/VITAMINA A Y E. BRK X200CC","","Menú,Lácteos,Cremas de Leche,UAT","$23.99","$119.95 x Lt"
"VeaArticle","23788","CREMA SANCOR U.A.T. BRICK X 250 CC","","Menú,Lácteos,Cremas de Leche,UAT","$22.99","$91.96 x Lt"
"VeaArticle","445340","CREMA LA SERENISIMA PASTEURIZADA CON VITAMINA A Y E TETRA REX-CON VITAMINAS-TETRA REX-BRK-CC.-500","","Menú,Lácteos,Cremas de Leche,Frescas","$51.49","$102.98 x Lt"
"VeaArticle","214562","CREMA LA SERENISIMA PASTEURIZADA POTE 360 G","","Menú,Lácteos,Cremas de Leche,Frescas","$36.99","$102.75 x Lt"
"VeaArticle","385711","CREMA LA SERENISIMA POTX200CC-PASTEURIZADA-200 CC-POT-CC.-200","","Menú,Lácteos,Cremas de Leche,Frescas","$19.39","$96.95 x Lt"
"VeaArticle","462514","CREMA LIGHT LA SERENISIMA X 200 CC-POT-GR.-200","","Menú,Lácteos,Cremas de Leche,Frescas","$23.99","$119.95 x Kg"
"VeaArticle","434963","CREMA SANCOR LIGHT POT 200CC","","Menú,Lácteos,Cremas de Leche,Frescas","$22.99","$114.95 x Lt"
"VeaArticle","434957","CREMA SANCOR MULTIVITAMINAS-MULTIVITAMINAS-POT-CC.-200","","Menú,Lácteos,Cremas de Leche,Frescas","$20.79","$103.95 x Lt"
"VeaArticle","147431","TAPAS PARA EMPANADAS VEA CRIOLLAS PAQ 12 UN.","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Tapas,Tapas de Empanada","$13.19","$43.97 x Kg"
"VeaArticle","147432","TAPAS PARA EMPANADAS VEA CRIOLLAS HOJALDRE PAQ 12 UN.","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Tapas,Tapas de Empanada","$13.19","$43.97 x Kg"
"VeaArticle","468274","TAPAS PARA EMPANADAS VEA CRIOLLAS X12U 500GR-PCH-UN.-12","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Tapas,Tapas de Empanada","$22.89","$1.91 x Unidades"
"VeaArticle","364466","ALIMENTO POLVO INST A BASE LECHE ENTERA FORMIDABLE X 800 GR-PCH-GR.-800","","Menú,Lácteos,Leches,En Polvo","$84.75","$105.94 x Kg"
"VeaArticle","390199","CAFÉ NESCAFE DOLCA SOLUBLE X200GR-CAFÉ CON LECHE-EST-GR.-200","","Menú,Lácteos,Leches,En Polvo","$42.65","$106.62 x Kg"
"VeaArticle","462509","LECHE CONDENSADA NESTLE LIGHT-LAT-GR.-397","","Menú,Lácteos,Leches,En Polvo","$47.85","$120.53 x Kg"
"VeaArticle","462508","LECHE CONDENSADA NESTLE REGULAR-LAT-GR.-397","","Menú,Lácteos,Leches,En Polvo","$46.19","$116.35 x Kg"
"VeaArticle","468754","LECHE EN POLVO LA SERENISIMA DESLACTOSADA-LAT-GR.-750","","Menú,Lácteos,Leches,En Polvo","$181.08","$241.44 x Kg"
"VeaArticle","468755","LECHE EN POLVO LA SERENISIMA DESLACTOSADA-POLVO-LAT-GR.-750","","Menú,Lácteos,Leches,En Polvo","$165.23","$220.31 x Kg"
"VeaArticle","468756","LECHE EN POLVO LA SERENISIMA DESLACTOSADA-POLVO-LAT-GR.-750","","Menú,Lácteos,Leches,En Polvo","$144.06","$192.08 x Kg"
"VeaArticle","470528","LECHE EN POLVO LA SERENISIMA-POLVO-LAT-GR.-750","","Menú,Lácteos,Leches,En Polvo","$140.73","$187.64 x Kg"
"VeaArticle","474625","LECHE EN POLVO NAN 3 OPTIPRO FORMULA INFANTIL X800GAR-LAT-GR.-900","","Menú,Lácteos,Leches,En Polvo","$218.50","$242.78 x Kg"
"VeaArticle","449911","LECHE EN POLVO NAN MATERNIZADA-PRO-LAT-GR.-800","","Menú,Lácteos,Leches,En Polvo","$183.39","$229.24 x Kg"
"VeaArticle","442267","LECHE EN POLVO NIDINA 2 INFANTIL X800GRS-LAT-GR.-800","","Menú,Lácteos,Leches,En Polvo","$152.75","$190.94 x Kg"
"VeaArticle","87873","RAVIOLES MAGRINI DE POLLO Y VERDURA X 500 GR.","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$50.10","$100.2 x Kg"
"VeaArticle","87872","RAVIOLES MAGRINI DE RICOTA BANDEJA 500 GR.","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$50.10","$100.2 x Kg"
"VeaArticle","400225","RAVIOLES MATARAZZO 4 QUESOS X 500 G C/U","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$54.20","$108.4 x Kg"
"VeaArticle","442266","LECHE EN POLVO NIDINA INFANTIL X800 GRS-LAT-GR.-800","","Menú,Lácteos,Leches,En Polvo","$161.50","$201.88 x Kg"
"VeaArticle","464613","LECHE EN POLVO NIDO ENTERA CHOCOLATE 360 GR-CHOCOLATE-PAQ-GR.-360","","Menú,Lácteos,Leches,En Polvo","$49.23","$136.75 x Kg"
"VeaArticle","464612","LECHE EN POLVO NIDO ENTERA-CHOCOLATE-PAQ-GR.-720","","Menú,Lácteos,Leches,En Polvo","$99.95","$138.82 x Kg"
"VeaArticle","453072","LECHE EN POLVO NIDO FORTIGROW-FORT-LAT-GR.-800","","Menú,Lácteos,Leches,En Polvo","$105.00","$131.25 x Kg"
"VeaArticle","453073","LECHE EN POLVO NIDO-PREBIO-LAT-GR.-800","","Menú,Lácteos,Leches,En Polvo","$118.49","$148.11 x Kg"
"VeaArticle","457525","LECHE EN POLVO NUTRILON PROFUTURA 1-TRR-GR.-800","","Menú,Lácteos,Leches,En Polvo","$329.94","$412.42 x Kg"
"VeaArticle","457526","LECHE EN POLVO NUTRILON PROFUTURA 2-TRR-GR.-800","","Menú,Lácteos,Leches,En Polvo","$300.49","$375.61 x Kg"
"VeaArticle","457527","LECHE EN POLVO NUTRILON PROFUTURA 3-TRR-GR.-800","","Menú,Lácteos,Leches,En Polvo","$236.27","$295.34 x Kg"
"VeaArticle","200277","LECHE EN POLVO PURISIMA ENTERA CAJA 800 G","","Menú,Lácteos,Leches,En Polvo","$105.75","$132.19 x Kg"
"VeaArticle","400224","RAVIOLES MATARAZZO CALABAZA Y MOZZARELLA X 500 G C/U","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$54.20","$108.4 x Kg"
"VeaArticle","400231","RAVIOLES MATARAZZO JAMÓN Y MOZZARELLA X 500 G C/U","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$54.20","$108.4 x Kg"
"VeaArticle","400222","RAVIOLES MATARAZZO POLLO Y ESPINACA X 500 G C/U","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$54.20","$108.4 x Kg"
"VeaArticle","400226","RAVIOLES MATARAZZO-ESPINACA-PAQ-GR.-500","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$54.20","$108.4 x Kg"
"VeaArticle","173422","RAVIOLES PUNTO & PASTA 4 QUESOS PAQUETE 500 GR","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$35.90","$71.8 x Kg"
"VeaArticle","173423","RAVIOLES PUNTO & PASTA POLLO Y ESPINACA PAQUETE 500 G","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$35.90","$71.8 x Kg"
"VeaArticle","237665","RAVIOLES PUNTO & PASTA RICOTA Y ESPINACA PAQUETE 500 G","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$35.90","$71.8 x Kg"
"VeaArticle","138055","RAVIOLES VEA 4 QUESOS PAQ 500 GR.","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$47.20","$94.4 x Kg"
"VeaArticle","138058","RAVIOLES VEA CARNE PAQ 500 GR.","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$47.20","$94.4 x Kg"
"VeaArticle","138056","RAVIOLES VEA RICOTA PAQ 500 GR.","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$47.20","$94.4 x Kg"
"VeaArticle","362846","RAVIOLITOS LA SALTEÑA CUATRO QUESOS BLISTER 300 GR","","Menú,Lácteos,Pastas, Tapas, Pre-Pizza,Pastas Frescas,Pastas Rellenas","$38.70","$129 x Kg"
